"subj" "activity" "feature" "value"
8 "SITTING" "tBodyGyroJerk-std-X" -0.9933
9 "SITTING" "tBodyGyroJerk-std-X" -0.9645
10 "SITTING" "tBodyGyroJerk-std-X" -0.9923
11 "SITTING" "tBodyGyroJerk-std-X" -0.9905
12 "SITTING" "tBodyGyroJerk-std-X" -0.9773
13 "SITTING" "tBodyGyroJerk-std-X" -0.9914
14 "SITTING" "tBodyGyroJerk-std-X" -0.9903
15 "SITTING" "tBodyGyroJerk-std-X" -0.9929
16 "SITTING" "tBodyGyroJerk-std-X" -0.9896
17 "SITTING" "tBodyGyroJerk-std-X" -0.9953
18 "SITTING" "tBodyGyroJerk-std-X" -0.9942
19 "SITTING" "tBodyGyroJerk-std-X" -0.9885
20 "SITTING" "tBodyGyroJerk-std-X" -0.9774
21 "SITTING" "tBodyGyroJerk-std-X" -0.9895
22 "SITTING" "tBodyGyroJerk-std-X" -0.9857
23 "SITTING" "tBodyGyroJerk-std-X" -0.9871
24 "SITTING" "tBodyGyroJerk-std-X" -0.9914
25 "SITTING" "tBodyGyroJerk-std-X" -0.9923
26 "SITTING" "tBodyGyroJerk-std-X" -0.9959
27 "SITTING" "tBodyGyroJerk-std-X" -0.9936
28 "SITTING" "tBodyGyroJerk-std-X" -0.9822
29 "SITTING" "tBodyGyroJerk-std-X" -0.9933
30 "SITTING" "tBodyGyroJerk-std-X" -0.9939
1 "STANDING" "tBodyGyroJerk-std-X" -0.9929
2 "STANDING" "tBodyGyroJerk-std-X" -0.9793
3 "STANDING" "tBodyGyroJerk-std-X" -0.9409
4 "STANDING" "tBodyGyroJerk-std-X" -0.9496
5 "STANDING" "tBodyGyroJerk-std-X" -0.9419
6 "STANDING" "tBodyGyroJerk-std-X" -0.9464
7 "STANDING" "tBodyGyroJerk-std-X" -0.966
8 "STANDING" "tBodyGyroJerk-std-X" -0.9816
9 "STANDING" "tBodyGyroJerk-std-X" -0.9491
10 "STANDING" "tBodyGyroJerk-std-X" -0.9504
11 "STANDING" "tBodyGyroJerk-std-X" -0.9867
12 "STANDING" "tBodyGyroJerk-std-X" -0.9554
13 "STANDING" "tBodyGyroJerk-std-X" -0.9785
14 "STANDING" "tBodyGyroJerk-std-X" -0.9699
15 "STANDING" "tBodyGyroJerk-std-X" -0.9715
16 "STANDING" "tBodyGyroJerk-std-X" -0.9871
17 "STANDING" "tBodyGyroJerk-std-X" -0.9893
18 "STANDING" "tBodyGyroJerk-std-X" -0.982
19 "STANDING" "tBodyGyroJerk-std-X" -0.9751
20 "STANDING" "tBodyGyroJerk-std-X" -0.9216
21 "STANDING" "tBodyGyroJerk-std-X" -0.9719
22 "STANDING" "tBodyGyroJerk-std-X" -0.9497
23 "STANDING" "tBodyGyroJerk-std-X" -0.9728
24 "STANDING" "tBodyGyroJerk-std-X" -0.9759
25 "STANDING" "tBodyGyroJerk-std-X" -0.9779
26 "STANDING" "tBodyGyroJerk-std-X" -0.9785
27 "STANDING" "tBodyGyroJerk-std-X" -0.9826
28 "STANDING" "tBodyGyroJerk-std-X" -0.9283
29 "STANDING" "tBodyGyroJerk-std-X" -0.9833
30 "STANDING" "tBodyGyroJerk-std-X" -0.9601
1 "WALKING" "tBodyGyroJerk-std-X" -0.2074
2 "WALKING" "tBodyGyroJerk-std-X" -0.3895
3 "WALKING" "tBodyGyroJerk-std-X" -0.3859
4 "WALKING" "tBodyGyroJerk-std-X" -0.4923
5 "WALKING" "tBodyGyroJerk-std-X" -0.3577
6 "WALKING" "tBodyGyroJerk-std-X" -0.1826
7 "WALKING" "tBodyGyroJerk-std-X" -0.2117
8 "WALKING" "tBodyGyroJerk-std-X" -0.2461
9 "WALKING" "tBodyGyroJerk-std-X" -0.527
10 "WALKING" "tBodyGyroJerk-std-X" -0.3661
11 "WALKING" "tBodyGyroJerk-std-X" -0.5416
12 "WALKING" "tBodyGyroJerk-std-X" -0.3908
13 "WALKING" "tBodyGyroJerk-std-X" -0.2168
14 "WALKING" "tBodyGyroJerk-std-X" -0.5718
15 "WALKING" "tBodyGyroJerk-std-X" -0.2838
16 "WALKING" "tBodyGyroJerk-std-X" -0.6759
17 "WALKING" "tBodyGyroJerk-std-X" -0.4313
18 "WALKING" "tBodyGyroJerk-std-X" -0.5781
19 "WALKING" "tBodyGyroJerk-std-X" 0.0801
20 "WALKING" "tBodyGyroJerk-std-X" -0.2532
21 "WALKING" "tBodyGyroJerk-std-X" -0.2389
22 "WALKING" "tBodyGyroJerk-std-X" -0.2267
23 "WALKING" "tBodyGyroJerk-std-X" -0.364
24 "WALKING" "tBodyGyroJerk-std-X" -0.4908
25 "WALKING" "tBodyGyroJerk-std-X" -0.508
26 "WALKING" "tBodyGyroJerk-std-X" -0.4174
27 "WALKING" "tBodyGyroJerk-std-X" -0.5233
28 "WALKING" "tBodyGyroJerk-std-X" -0.3994
29 "WALKING" "tBodyGyroJerk-std-X" -0.3959
30 "WALKING" "tBodyGyroJerk-std-X" -0.4603
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.487
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.2439
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.2857
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.396
5 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.4113
6 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" 0.0393
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.5107
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.2679
9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.5097
10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.417
11 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.5344
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.2786
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.4637
14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.537
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.456
16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.6237
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.5268
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.6767
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" 0.1791
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.2492
21 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.5496
22 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.2648
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.323
24 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.3584
25 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.4301
26 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.1708
27 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.4938
28 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.1639
29 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.3478
30 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-X" -0.5428
1 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.6148
2 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.4649
3 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.5073
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.5337
5 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.3052
6 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.1868
7 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.6168
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.4051
9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.6604
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.4273
11 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.6604
12 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.55
13 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.631
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.6466
15 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.5255
16 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.7073
17 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.606
18 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.7607
19 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.2394
20 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.4711
21 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.5735
22 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.3967
23 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.5483
24 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.6405
25 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.6939
26 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.5158
27 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.6958
28 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.4943
29 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.4749
30 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-X" -0.7427
1 "LAYING" "tBodyGyroJerk-std-Y" -0.9679
2 "LAYING" "tBodyGyroJerk-std-Y" -0.9896
3 "LAYING" "tBodyGyroJerk-std-Y" -0.9868
4 "LAYING" "tBodyGyroJerk-std-Y" -0.9869
5 "LAYING" "tBodyGyroJerk-std-Y" -0.9838
6 "LAYING" "tBodyGyroJerk-std-Y" -0.9586
7 "LAYING" "tBodyGyroJerk-std-Y" -0.9765
8 "LAYING" "tBodyGyroJerk-std-Y" -0.9742
9 "LAYING" "tBodyGyroJerk-std-Y" -0.9622
10 "LAYING" "tBodyGyroJerk-std-Y" -0.9666
11 "LAYING" "tBodyGyroJerk-std-Y" -0.9908
12 "LAYING" "tBodyGyroJerk-std-Y" -0.9659
13 "LAYING" "tBodyGyroJerk-std-Y" -0.9789
14 "LAYING" "tBodyGyroJerk-std-Y" -0.968
15 "LAYING" "tBodyGyroJerk-std-Y" -0.9805
16 "LAYING" "tBodyGyroJerk-std-Y" -0.989
17 "LAYING" "tBodyGyroJerk-std-Y" -0.9831
18 "LAYING" "tBodyGyroJerk-std-Y" -0.9905
19 "LAYING" "tBodyGyroJerk-std-Y" -0.9846
20 "LAYING" "tBodyGyroJerk-std-Y" -0.9815
21 "LAYING" "tBodyGyroJerk-std-Y" -0.982
22 "LAYING" "tBodyGyroJerk-std-Y" -0.9805
23 "LAYING" "tBodyGyroJerk-std-Y" -0.9794
24 "LAYING" "tBodyGyroJerk-std-Y" -0.9781
25 "LAYING" "tBodyGyroJerk-std-Y" -0.9716
26 "LAYING" "tBodyGyroJerk-std-Y" -0.9891
27 "LAYING" "tBodyGyroJerk-std-Y" -0.993
28 "LAYING" "tBodyGyroJerk-std-Y" -0.9804
29 "LAYING" "tBodyGyroJerk-std-Y" -0.9971
30 "LAYING" "tBodyGyroJerk-std-Y" -0.9804
1 "SITTING" "tBodyGyroJerk-std-Y" -0.9895
2 "SITTING" "tBodyGyroJerk-std-Y" -0.9909
3 "SITTING" "tBodyGyroJerk-std-Y" -0.9786
4 "SITTING" "tBodyGyroJerk-std-Y" -0.9844
5 "SITTING" "tBodyGyroJerk-std-Y" -0.9754
6 "SITTING" "tBodyGyroJerk-std-Y" -0.9618
7 "SITTING" "tBodyGyroJerk-std-Y" -0.981
8 "SITTING" "tBodyGyroJerk-std-Y" -0.9889
9 "SITTING" "tBodyGyroJerk-std-Y" -0.9719
10 "SITTING" "tBodyGyroJerk-std-Y" -0.9926
11 "SITTING" "tBodyGyroJerk-std-Y" -0.9886
12 "SITTING" "tBodyGyroJerk-std-Y" -0.9793
13 "SITTING" "tBodyGyroJerk-std-Y" -0.9918
14 "SITTING" "tBodyGyroJerk-std-Y" -0.9869
15 "SITTING" "tBodyGyroJerk-std-Y" -0.9903
16 "SITTING" "tBodyGyroJerk-std-Y" -0.9906
17 "SITTING" "tBodyGyroJerk-std-Y" -0.995
18 "SITTING" "tBodyGyroJerk-std-Y" -0.9942
19 "SITTING" "tBodyGyroJerk-std-Y" -0.9875
20 "SITTING" "tBodyGyroJerk-std-Y" -0.9797
21 "SITTING" "tBodyGyroJerk-std-Y" -0.9897
22 "SITTING" "tBodyGyroJerk-std-Y" -0.9803
23 "SITTING" "tBodyGyroJerk-std-Y" -0.9807
24 "SITTING" "tBodyGyroJerk-std-Y" -0.9898
25 "SITTING" "tBodyGyroJerk-std-Y" -0.9913
26 "SITTING" "tBodyGyroJerk-std-Y" -0.9931
27 "SITTING" "tBodyGyroJerk-std-Y" -0.9922
28 "SITTING" "tBodyGyroJerk-std-Y" -0.9807
29 "SITTING" "tBodyGyroJerk-std-Y" -0.9953
30 "SITTING" "tBodyGyroJerk-std-Y" -0.9925
1 "STANDING" "tBodyGyroJerk-std-Y" -0.9951
2 "STANDING" "tBodyGyroJerk-std-Y" -0.9834
3 "STANDING" "tBodyGyroJerk-std-Y" -0.9684
4 "STANDING" "tBodyGyroJerk-std-Y" -0.9761
5 "STANDING" "tBodyGyroJerk-std-Y" -0.9612
6 "STANDING" "tBodyGyroJerk-std-Y" -0.9624
7 "STANDING" "tBodyGyroJerk-std-Y" -0.9768
8 "STANDING" "tBodyGyroJerk-std-Y" -0.9855
9 "STANDING" "tBodyGyroJerk-std-Y" -0.975
10 "STANDING" "tBodyGyroJerk-std-Y" -0.9764
11 "STANDING" "tBodyGyroJerk-std-Y" -0.9956
12 "STANDING" "tBodyGyroJerk-std-Y" -0.9712
13 "STANDING" "tBodyGyroJerk-std-Y" -0.981
14 "STANDING" "tBodyGyroJerk-std-Y" -0.9707
15 "STANDING" "tBodyGyroJerk-std-Y" -0.9881
16 "STANDING" "tBodyGyroJerk-std-Y" -0.9926
17 "STANDING" "tBodyGyroJerk-std-Y" -0.9937
18 "STANDING" "tBodyGyroJerk-std-Y" -0.9912
19 "STANDING" "tBodyGyroJerk-std-Y" -0.9881
20 "STANDING" "tBodyGyroJerk-std-Y" -0.9476
21 "STANDING" "tBodyGyroJerk-std-Y" -0.9768
22 "STANDING" "tBodyGyroJerk-std-Y" -0.9849
23 "STANDING" "tBodyGyroJerk-std-Y" -0.9725
24 "STANDING" "tBodyGyroJerk-std-Y" -0.982
25 "STANDING" "tBodyGyroJerk-std-Y" -0.9872
26 "STANDING" "tBodyGyroJerk-std-Y" -0.9898
27 "STANDING" "tBodyGyroJerk-std-Y" -0.9908
28 "STANDING" "tBodyGyroJerk-std-Y" -0.973
29 "STANDING" "tBodyGyroJerk-std-Y" -0.9955
30 "STANDING" "tBodyGyroJerk-std-Y" -0.9681
1 "WALKING" "tBodyGyroJerk-std-Y" -0.3045
2 "WALKING" "tBodyGyroJerk-std-Y" -0.6341
3 "WALKING" "tBodyGyroJerk-std-Y" -0.6391
4 "WALKING" "tBodyGyroJerk-std-Y" -0.8074
5 "WALKING" "tBodyGyroJerk-std-Y" -0.5714
6 "WALKING" "tBodyGyroJerk-std-Y" -0.4164
7 "WALKING" "tBodyGyroJerk-std-Y" -0.1741
8 "WALKING" "tBodyGyroJerk-std-Y" -0.4281
9 "WALKING" "tBodyGyroJerk-std-Y" -0.5492
10 "WALKING" "tBodyGyroJerk-std-Y" -0.5097
11 "WALKING" "tBodyGyroJerk-std-Y" -0.738
12 "WALKING" "tBodyGyroJerk-std-Y" -0.5813
13 "WALKING" "tBodyGyroJerk-std-Y" -0.3578
14 "WALKING" "tBodyGyroJerk-std-Y" -0.5367
15 "WALKING" "tBodyGyroJerk-std-Y" -0.7024
16 "WALKING" "tBodyGyroJerk-std-Y" -0.7122
17 "WALKING" "tBodyGyroJerk-std-Y" -0.5602
18 "WALKING" "tBodyGyroJerk-std-Y" -0.6949
19 "WALKING" "tBodyGyroJerk-std-Y" -0.2916
20 "WALKING" "tBodyGyroJerk-std-Y" -0.1276
21 "WALKING" "tBodyGyroJerk-std-Y" -0.4829
22 "WALKING" "tBodyGyroJerk-std-Y" -0.6519
23 "WALKING" "tBodyGyroJerk-std-Y" 0.2959
24 "WALKING" "tBodyGyroJerk-std-Y" -0.5142
25 "WALKING" "tBodyGyroJerk-std-Y" -0.7996
26 "WALKING" "tBodyGyroJerk-std-Y" -0.587
27 "WALKING" "tBodyGyroJerk-std-Y" -0.6341
28 "WALKING" "tBodyGyroJerk-std-Y" -0.639
29 "WALKING" "tBodyGyroJerk-std-Y" -0.5879
30 "WALKING" "tBodyGyroJerk-std-Y" -0.4976
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.2388
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.4694
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.6809
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.8169
5 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.5146
6 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.1935
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.2995
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.0705
9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.4486
10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.4717
11 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.6846
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.5175
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.2592
14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.2843
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.575
16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.5834
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.5721
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.7526
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.0146
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.3346
21 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.4424
22 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.6403
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" 0.1467
24 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.5193
25 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.8104
26 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.5472
27 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.4595
28 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.4246
29 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.6935
30 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" -0.6138
1 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.6017
2 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.6455
3 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.7758
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.8407
5 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.6318
6 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.4865
7 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.6712
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.4247
9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.7086
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.6046
11 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.8095
12 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.7612
13 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.6788
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.3715
15 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.7631
16 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.7747
17 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.6767
18 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.8289
19 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.4921
20 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.394
21 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.6045
22 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.7043
23 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.4935
24 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.6466
25 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.8397
26 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.7252
27 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.7111
28 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.6906
29 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.7342
30 "WALKING_UPSTAIRS" "tBodyGyroJerk-std-Y" -0.7433
1 "LAYING" "tBodyGyroJerk-std-Z" -0.9578
2 "LAYING" "tBodyGyroJerk-std-Z" -0.988
3 "LAYING" "tBodyGyroJerk-std-Z" -0.9833
4 "LAYING" "tBodyGyroJerk-std-Z" -0.984
5 "LAYING" "tBodyGyroJerk-std-Z" -0.9897
6 "LAYING" "tBodyGyroJerk-std-Z" -0.9596
7 "LAYING" "tBodyGyroJerk-std-Z" -0.9889
8 "LAYING" "tBodyGyroJerk-std-Z" -0.9876
9 "LAYING" "tBodyGyroJerk-std-Z" -0.9771
10 "LAYING" "tBodyGyroJerk-std-Z" -0.9839
11 "LAYING" "tBodyGyroJerk-std-Z" -0.9865
12 "LAYING" "tBodyGyroJerk-std-Z" -0.97
13 "LAYING" "tBodyGyroJerk-std-Z" -0.9898
14 "LAYING" "tBodyGyroJerk-std-Z" -0.9797
15 "LAYING" "tBodyGyroJerk-std-Z" -0.9801
16 "LAYING" "tBodyGyroJerk-std-Z" -0.9945
17 "LAYING" "tBodyGyroJerk-std-Z" -0.9882
18 "LAYING" "tBodyGyroJerk-std-Z" -0.9925
19 "LAYING" "tBodyGyroJerk-std-Z" -0.987
20 "LAYING" "tBodyGyroJerk-std-Z" -0.9867
21 "LAYING" "tBodyGyroJerk-std-Z" -0.9887
22 "LAYING" "tBodyGyroJerk-std-Z" -0.9786
23 "LAYING" "tBodyGyroJerk-std-Z" -0.9949
24 "LAYING" "tBodyGyroJerk-std-Z" -0.9924
25 "LAYING" "tBodyGyroJerk-std-Z" -0.9742
26 "LAYING" "tBodyGyroJerk-std-Z" -0.9938
27 "LAYING" "tBodyGyroJerk-std-Z" -0.9933
28 "LAYING" "tBodyGyroJerk-std-Z" -0.9814
29 "LAYING" "tBodyGyroJerk-std-Z" -0.9954
30 "LAYING" "tBodyGyroJerk-std-Z" -0.9808
1 "SITTING" "tBodyGyroJerk-std-Z" -0.9879
2 "SITTING" "tBodyGyroJerk-std-Z" -0.9855
3 "SITTING" "tBodyGyroJerk-std-Z" -0.9738
4 "SITTING" "tBodyGyroJerk-std-Z" -0.9688
5 "SITTING" "tBodyGyroJerk-std-Z" -0.9649
6 "SITTING" "tBodyGyroJerk-std-Z" -0.9588
7 "SITTING" "tBodyGyroJerk-std-Z" -0.981
8 "SITTING" "tBodyGyroJerk-std-Z" -0.9852
9 "SITTING" "tBodyGyroJerk-std-Z" -0.9687
10 "SITTING" "tBodyGyroJerk-std-Z" -0.9903
11 "SITTING" "tBodyGyroJerk-std-Z" -0.981
12 "SITTING" "tBodyGyroJerk-std-Z" -0.9771
13 "SITTING" "tBodyGyroJerk-std-Z" -0.9899
14 "SITTING" "tBodyGyroJerk-std-Z" -0.9828
15 "SITTING" "tBodyGyroJerk-std-Z" -0.9879
16 "SITTING" "tBodyGyroJerk-std-Z" -0.9884
17 "SITTING" "tBodyGyroJerk-std-Z" -0.9938
18 "SITTING" "tBodyGyroJerk-std-Z" -0.9928
19 "SITTING" "tBodyGyroJerk-std-Z" -0.9853
20 "SITTING" "tBodyGyroJerk-std-Z" -0.9797
21 "SITTING" "tBodyGyroJerk-std-Z" -0.988
22 "SITTING" "tBodyGyroJerk-std-Z" -0.9795
23 "SITTING" "tBodyGyroJerk-std-Z" -0.9881
24 "SITTING" "tBodyGyroJerk-std-Z" -0.9899
25 "SITTING" "tBodyGyroJerk-std-Z" -0.9915
26 "SITTING" "tBodyGyroJerk-std-Z" -0.9919
27 "SITTING" "tBodyGyroJerk-std-Z" -0.9918
28 "SITTING" "tBodyGyroJerk-std-Z" -0.971
29 "SITTING" "tBodyGyroJerk-std-Z" -0.9928
30 "SITTING" "tBodyGyroJerk-std-Z" -0.9881
1 "STANDING" "tBodyGyroJerk-std-Z" -0.9921
2 "STANDING" "tBodyGyroJerk-std-Z" -0.9736
3 "STANDING" "tBodyGyroJerk-std-Z" -0.9583
4 "STANDING" "tBodyGyroJerk-std-Z" -0.958
5 "STANDING" "tBodyGyroJerk-std-Z" -0.9448
6 "STANDING" "tBodyGyroJerk-std-Z" -0.9628
7 "STANDING" "tBodyGyroJerk-std-Z" -0.9782
8 "STANDING" "tBodyGyroJerk-std-Z" -0.9893
9 "STANDING" "tBodyGyroJerk-std-Z" -0.9697
10 "STANDING" "tBodyGyroJerk-std-Z" -0.9691
11 "STANDING" "tBodyGyroJerk-std-Z" -0.9907
12 "STANDING" "tBodyGyroJerk-std-Z" -0.9737
13 "STANDING" "tBodyGyroJerk-std-Z" -0.9852
14 "STANDING" "tBodyGyroJerk-std-Z" -0.9747
15 "STANDING" "tBodyGyroJerk-std-Z" -0.9813
16 "STANDING" "tBodyGyroJerk-std-Z" -0.9927
17 "STANDING" "tBodyGyroJerk-std-Z" -0.9923
18 "STANDING" "tBodyGyroJerk-std-Z" -0.9863
19 "STANDING" "tBodyGyroJerk-std-Z" -0.9835
20 "STANDING" "tBodyGyroJerk-std-Z" -0.9487
21 "STANDING" "tBodyGyroJerk-std-Z" -0.9754
22 "STANDING" "tBodyGyroJerk-std-Z" -0.9798
23 "STANDING" "tBodyGyroJerk-std-Z" -0.9847
24 "STANDING" "tBodyGyroJerk-std-Z" -0.9833
25 "STANDING" "tBodyGyroJerk-std-Z" -0.9807
26 "STANDING" "tBodyGyroJerk-std-Z" -0.986
27 "STANDING" "tBodyGyroJerk-std-Z" -0.989
28 "STANDING" "tBodyGyroJerk-std-Z" -0.9565
29 "STANDING" "tBodyGyroJerk-std-Z" -0.9907
30 "STANDING" "tBodyGyroJerk-std-Z" -0.9708
1 "WALKING" "tBodyGyroJerk-std-Z" -0.4043
2 "WALKING" "tBodyGyroJerk-std-Z" -0.4355
3 "WALKING" "tBodyGyroJerk-std-Z" -0.5367
4 "WALKING" "tBodyGyroJerk-std-Z" -0.6405
5 "WALKING" "tBodyGyroJerk-std-Z" -0.1577
